"t","a","v","w","sv","sw","wienr","err"
1.98034699794371,1,-1,0.7,1,0.2,8.10212488139611e-05,1.00000040657581e-13
1.16540797211928,0.6,0,0.5,1,0.4,6.54171424880277e-07,1.00000000105879e-13
0.0752725539612584,2.5,1.5,0.7,0.5,0.05,6.95777105307801e-09,1.0000000002068e-13
2.86822218338493,0.6,0.5,0.3,0.5,0.05,3.49439674213848e-17,1e-13
2.52391763621708,1.5,-0.2,0.3,0.5,0.05,0.00362684515054722,1.00000867361738e-13
0.67960356582189,2.5,0.5,0.3,0.5,0.05,0.233493953234412,1.00027755575616e-13
1.50940499095013,0.6,-3,0.5,2,0.4,1.41502060355757e-09,1.00000000000827e-13
1.92692055603256,2.5,1.5,0.3,2,0.05,0.0240249666323387,1.00003469446952e-13
2.76721960965078,1.5,-0.2,0.7,1,0.4,0.00150314996821164,1e-13
0.0846449202508666,1,0.5,0.7,2,0.2,0.88093930135597,1e-13
0.838838605582714,1.5,0,0.3,2,0.05,0.095201458529807,1.00013877787808e-13
1.33493770011701,0.6,-3,0.3,2,0.4,1.2801866907043e-08,1.00000000009926e-13
2.49692792947171,1,1.5,0.7,1,0.2,2.12299962138036e-06,1.00000000423516e-13
2.61928491357248,2.5,1.5,0.3,0.5,0.05,0.00357252014243544,1.00001301042607e-13
0.790653430460952,1,4,0.7,0.5,0.4,2.65687560837094e-05,1.00000013552527e-13
1.00685683273477,2.5,0,0.5,1,0.4,0.223499230302676,1.0152655665886e-13
0.953401545167435,0.6,0.5,0.3,0.5,0.05,1.13280217489851e-05,1.00000001694066e-13
0.593632003548555,0.6,0,0.7,2,0.2,0.00122543448529219,1.00000433680869e-13
2.05593332861317,0.6,-3,0.5,1,0.2,1.86883473104428e-13,1e-13
2.31069613725413,1.5,1.5,0.5,1,0.05,0.00170584120651138,1e-13
2.06229006998474,1.5,0,0.3,2,0.05,0.00420913194575463,1e-13
0.666935836931225,2.5,-0.2,0.7,1,0.2,0.302224475302868,1e-13
2.15023409489077,1.5,-0.2,0.7,1,0.2,0.00701863011669553,1.00000867361738e-13
1.83562964719022,0.6,0.5,0.5,1,0.2,5.34965300073708e-11,1.00000000000058e-13
1.05464965486899,1,0,0.7,1,0.05,0.0109585875585595,1.00003469446952e-13
0.171452446770854,0.6,1.5,0.5,1,0.2,0.454431706430329,1.00111022302463e-13
1.23516990275821,1.5,0.5,0.7,1,0.05,0.0474331142744417,1e-13
0.283225954324007,1,-3,0.3,1,0.4,0.464837900440668,1.00277555756156e-13
0.972030318854377,1,0,0.5,2,0.05,0.0129833385133292,1.00001734723476e-13
1.00897401062539,0.6,-1,0.7,0.5,0.4,5.45033092065082e-06,1.00000001694066e-13
0.281181048892904,1,0,0.3,1,0.2,0.592875109002022,1.00111022302463e-13
0.49314832331147,2.5,-3,0.3,2,0.2,0.421771373313919,1.00055511151231e-13
0.49965395530453,2.5,-1,0.7,2,0.2,0.669596903518987,1.17985612998928e-13
2.74459962316323,1.5,0.5,0.7,0.5,0.4,0.00129436038117216,1e-13
2.12164605223807,1.5,1.5,0.3,1,0.2,0.00231628966674056,1.00000433680869e-13
2.4706175500527,2.5,-3,0.3,1,0.2,0.0026806619722684,1e-13
2.01341111757793,1,-0.2,0.3,2,0.4,3.94125593978737e-05,1.00000020328791e-13
0.687746085948311,1.5,-3,0.3,1,0.4,0.080917323994228,1.00194289029309e-13
1.41603408823721,1,-3,0.5,0.5,0.2,6.92806650352702e-05,1.00000027105054e-13
2.16471649283776,1,-1,0.3,1,0.2,2.5642929859265e-05,1.00000006776264e-13
2.47545474000508,0.6,0.5,0.5,2,0.05,4.71641053902741e-15,1e-13
2.4711886840174,1,4,0.3,1,0.2,1.62578458000362e-08,1e-13
0.639836427813862,2.5,0,0.5,2,0.05,0.366171691652746,1.00055511151231e-13
1.82334969755029,1.5,-0.2,0.7,1,0.05,0.0159121766687891,1.00003469446952e-13
1.3180162057397,1,0.5,0.7,2,0.05,0.00163460817924891,1e-13
1.93082657877821,0.6,-3,0.3,0.5,0.4,7.49454158457831e-14,1e-13
1.28907081543002,1,1.5,0.5,1,0.05,0.00144711071495546,1e-13
2.64561661488842,2.5,0,0.7,2,0.2,0.024482343079088,1e-13
