"t","a","v","w","sv","sw","wienr","err"
1.95077055078,1,-3,0.3,0.5,0.2,6.98571206702892e-07,1.00000000317637e-13
0.796020682097878,1,-0.2,0.5,0.5,0.2,0.061171543409838,1.00006938893904e-13
0.662625742843375,1.5,0,0.3,1,0.2,0.22143702892835,1e-13
2.46706069594948,2.5,-3,0.5,1,0.05,0.00578531213794474,1e-13
0.851587748224847,1,-1,0.5,0.5,0.05,0.0465064305042334,1.00006938893904e-13
2.50629829908721,2.5,0.5,0.5,0.5,0.4,0.0324930208827133,1e-13
1.6455034001614,2.5,4,0.5,1,0.2,0.000118141188775158,1.00000040657581e-13
2.84094406060176,1,-3,0.7,2,0.4,2.48696491950155e-07,1.0000000005294e-13
2.47461129664443,0.6,1.5,0.7,1,0.2,2.6565848607953e-15,1e-13
2.90199137487216,1,-3,0.7,2,0.4,1.8105606782241e-07,1.0000000005294e-13
2.77560579064302,0.6,0,0.3,2,0.05,6.10214696474004e-17,1e-13
2.28847381928936,1.5,1.5,0.3,2,0.05,0.00176906301949886,1.00000433680869e-13
1.540240939043,2.5,4,0.3,1,0.4,0.000196273733563278,1.0000276471554e-13
2.67066285301698,1,0,0.3,1,0.05,2.53507959707215e-06,1.00000000423516e-13
0.448910970590077,0.6,0,0.3,1,0.2,0.0124147605358437,1.00001734723476e-13
0.435210866399575,1.5,4,0.3,0.5,0.05,0.00409128813906393,1.00000867361738e-13
2.77238777495222,1.5,-0.2,0.7,1,0.2,0.00157365857137768,1.00000216840435e-13
2.25671373046935,1,4,0.3,0.5,0.05,1.34315205031138e-10,1.00000000000052e-13
0.206843794137239,1.5,0,0.5,0.5,0.4,0.82223557330174,1.34194869158455e-13
2.66985340394313,1,0,0.3,2,0.05,1.43141262972267e-06,1.00000000423516e-13
0.37368931901874,0.6,4,0.5,0.5,0.05,0.00108895484395906,1.00000216840435e-13
1.79855595387053,1,-0.2,0.7,2,0.05,0.000141489650371234,1.00000108420217e-13
0.880864854308311,2.5,-3,0.5,0.5,0.2,0.227148370095346,1.00055511151231e-13
1.04627088567941,2.5,-1,0.3,2,0.2,0.121546914129823,1e-13
1.51952304393053,2.5,-1,0.7,0.5,0.2,0.258056547480587,1e-13
1.80272716199979,1.5,0.5,0.5,1,0.4,0.0134245213779324,1.00003469446952e-13
1.30184454044793,2.5,4,0.3,2,0.05,0.00892465123038645,1e-13
0.908326121629216,1.5,-1,0.7,0.5,0.2,0.245541860853424,1.00027755575616e-13
0.192121309007052,2.5,0.5,0.5,2,0.05,0.310789131279343,1.00055511151231e-13
0.959559797076509,0.6,-3,0.5,1,0.2,2.13028540829751e-06,1e-13
2.63683730888879,1,0.5,0.3,2,0.05,1.62563386042001e-06,1e-13
2.63941331246169,0.6,-3,0.3,0.5,0.4,1.12102246313429e-18,1e-13
0.768971324455924,0.6,-3,0.3,0.5,0.2,1.47936368054426e-05,1.00000005082198e-13
2.95409822949441,2.5,1.5,0.3,0.5,0.2,0.00236108243975788,1.00000433680869e-13
2.66518795131706,1.5,-3,0.3,0.5,0.2,4.40393711028857e-06,1.00000001694066e-13
0.178947249799967,1.5,1.5,0.5,1,0.4,0.332367967414823,8.04880598334512e-13
1.155258859077,1,1.5,0.3,0.5,0.05,0.00193955516861296,1.00000433680869e-13
0.211388914694544,1,0,0.5,2,0.4,1.01302019843711,1.0044408920985e-13
2.31469320682809,0.6,0.5,0.7,1,0.2,5.59510313719747e-14,1e-13
0.491043399518821,2.5,-1,0.3,0.5,0.2,0.749829287574697,1e-13
2.9022042387398,1.5,4,0.5,2,0.4,8.68941329594427e-05,1e-13
1.89872977528721,1.5,0,0.5,0.5,0.05,0.0187210427095426,1e-13
0.363095171563327,0.6,-3,0.5,0.5,0.05,0.0296719868770243,1.00003469446952e-13
0.601775713299867,1.5,0,0.5,1,0.05,0.351004856725716,1.00055511151231e-13
2.47355026045116,1,0,0.5,1,0.4,8.18593713232132e-06,1.00000003388132e-13
1.97661836942425,0.6,-3,0.5,1,0.2,5.88976289677413e-13,1.00000000000001e-13
0.381304338038899,1,-3,0.3,1,0.2,0.192298925317886,1e-13
1.80080652222969,0.6,0,0.7,2,0.2,4.81351155161868e-11,1.00000000000032e-13
1.46452927603386,2.5,0,0.5,2,0.05,0.095179866847327,1e-13
1.03358057726873,2.5,0.5,0.3,0.5,0.05,0.136590728548423,1e-13
0.894651887658984,2.5,1.5,0.5,2,0.2,0.119792577847475,1.00027755575616e-13
0.911013300181367,1,-3,0.5,0.5,0.05,0.00390403690857901,1.00000867361738e-13
0.347860084485728,1.5,-0.2,0.3,1,0.05,0.64470043522344,1.00111022302463e-13
0.324474439071491,2.5,4,0.7,1,0.4,0.000219302233769033,1.41401452578749e-13
0.901821703300811,0.6,-1,0.5,0.5,0.4,2.82139121666067e-05,1e-13
2.26964075912256,2.5,0,0.5,1,0.05,0.0587752111442738,1.00006938893904e-13
2.76105514105875,2.5,0,0.7,1,0.05,0.0354473070012196,1.00006938893904e-13
2.95492788227275,0.6,0,0.7,0.5,0.2,1.36654966230023e-17,1e-13
0.870276483264752,2.5,0.5,0.3,2,0.4,0.139500570620037,1.06050715484207e-13
1.04845708447974,0.6,0.5,0.3,2,0.2,1.69597961118518e-06,1.00000000211758e-13
0.199520763463806,1,0.5,0.3,1,0.4,0.800956446543744,1e-13
0.307653332687914,0.6,1.5,0.5,0.5,0.2,0.0588920814891339,1.00006938893904e-13
1.04514372914564,0.6,0,0.5,0.5,0.4,4.40135788397788e-06,1e-13
0.790562508639414,1.5,-1,0.5,0.5,0.05,0.321050256204015,1e-13
1.12037069556536,0.6,1.5,0.5,1,0.4,5.47699882053979e-07,1.00000000211758e-13
2.23927606664365,1,4,0.7,2,0.05,1.76108022775219e-06,1.00000000847033e-13
2.13459784528241,0.6,0,0.5,0.5,0.4,1.30212347925084e-12,1e-13
2.35021181727061,0.6,0,0.5,0.5,0.4,6.6594907649374e-14,1e-13
1.2336833084817,2.5,-0.2,0.7,2,0.05,0.163139923161291,1.00027755575616e-13
2.98903096822323,1.5,0.5,0.7,0.5,0.4,0.000741897331749174,1.00000108420217e-13
1.02647205272224,0.6,1.5,0.7,2,0.05,1.82692878903325e-06,1e-13
0.301362169731874,0.6,1.5,0.3,0.5,0.05,0.0622370942061962,1.00020816681712e-13
2.57067955909297,1,-0.2,0.7,2,0.4,2.39460340976682e-06,1.00000000847033e-13
1.59293777823914,0.6,4,0.5,2,0.4,1.53046446288522e-10,1.00000000000052e-13
2.9912516647717,1.5,-3,0.5,0.5,0.4,2.50398486286181e-06,1.00000000423516e-13
1.29456769153476,1,4,0.5,0.5,0.05,4.14718119117192e-07,1e-13
0.724456342682242,2.5,0.5,0.5,1,0.4,0.206414724972225,1.04746203430273e-13
0.355505555018317,1,1.5,0.3,1,0.4,0.193525226604835,1e-13
2.70169848843943,1.5,-1,0.3,0.5,0.4,0.00134428635620424,1.00000216840435e-13
0.798839256505016,0.6,-0.2,0.3,1,0.2,9.285405494952e-05,1e-13
1.26939885610482,0.6,-3,0.5,1,0.05,1.96411241474338e-08,1.00000000006617e-13
