"t","a","v","w","sv","sw","st0","wienr","rtd3"
1.37643391544698,0.6,-1,0.7,1,0.2,0.1,4.08719511407491e-06,4.08786586102587e-06
1.30642652095994,1.5,0,0.3,1,0.2,0.25,0.127400371209466,0.127423746746432
1.74199721944751,1,0,0.3,1,0.4,0.1,0.00165719750358604,0.00165755528793664
2.86103044223273,2.5,1.5,0.7,1,0.4,0.1,0.00916850308841994,0.00917069909503584
1.299966212851,1,-1,0.3,1,0.05,0.1,0.0158602146892924,0.0158605060149614
1.99656413011253,0.6,-1,0.3,1,0.05,0.25,2.46020158233455e-09,2.46001799363136e-09
2.43185805811081,1,0.5,0.3,2,0.2,0.1,2.79229176279243e-05,2.79290528520728e-05
1.50267531672725,1.5,0.5,0.5,0.5,0.4,0.25,0.0785435746832986,0.0785625972603331
2.78150030517718,1,-0.2,0.5,0.5,0.4,0.1,1.51847051935623e-05,1.51882950391338e-05
3.02426769882441,1,-1,0.5,2,0.2,0.1,1.64863496248907e-06,1.64901322911712e-06
1.58049527665135,0.6,4,0.7,0.5,0.05,0.25,3.76062595513365e-10,3.75972803033782e-10
1.17343942523003,1.5,4,0.5,2,0.4,0.25,0.0183408445378699,0.0183445455914652
2.50791930324631,0.6,1.5,0.7,1,0.2,0.25,9.82750534507211e-13,9.82842952249944e-13
2.88844580528094,2.5,1.5,0.7,1,0.2,0.1,0.00935242426946353,0.00935457197333782
1.36099527956685,1.5,4,0.5,1,0.05,0.25,0.000690017424039791,0.000690019184483192
1.80412042785902,1.5,-3,0.5,1,0.4,0.25,0.0095011370086555,0.00950224864391849
2.86886717587477,1.5,1.5,0.7,0.5,0.2,0.1,0.000256129259569463,0.000256149207890583
1.49239635118283,0.6,0.5,0.3,0.5,0.05,0.1,8.90897888968323e-07,8.90845854080846e-07
2.493197208934,1,0.5,0.5,1,0.2,0.25,6.15295367345983e-05,6.15438085582171e-05
2.36815901569789,1,1.5,0.3,2,0.4,0.1,2.85772373700002e-05,2.85839466572988e-05
2.8443222334492,1,0.5,0.7,0.5,0.2,0.1,6.19039499202455e-06,6.19170506037137e-06
0.446763922390528,0.6,4,0.7,0.5,0.2,0.25,0.107440818311247,0.107358534182499
2.49896214420442,1,-0.2,0.7,0.5,0.2,0.25,8.62796944304052e-05,8.6302505525712e-05
1.75603534813272,1.5,-0.2,0.7,0.5,0.4,0.1,0.052210103753209,0.0522259250754124
2.06658134175232,2.5,-3,0.3,1,0.05,0.1,0.00982265958242833,0.00982149123685744
0.960798893868923,1,0.5,0.5,2,0.4,0.25,0.137457314602656,0.137485350640507
0.435154719941784,1,0.5,0.5,2,0.4,0.25,0.784370096217726,0.784145168744553
3.22112035629107,1,-1,0.3,0.5,0.2,0.25,1.11008330835503e-06,1.11025038639262e-06
1.07993396371603,2.5,4,0.5,1,0.05,0.1,0.00062516252622331,0.000625033450415933
0.703049181646202,0.6,4,0.3,2,0.4,0.25,0.046503567227688,0.0465114874513461
2.37034289019648,1,0,0.3,0.5,0.05,0.25,0.000151665667687342,0.000151672506343383
2.51617367009167,1,-1,0.3,1,0.2,0.25,4.02373647020413e-05,4.02444687412752e-05
1.29892962235026,0.6,0,0.5,1,0.05,0.1,1.55300803127581e-05,1.55290343511467e-05
2.74088096303167,1.5,-1,0.5,1,0.2,0.25,0.00460296660374008,0.00460398306117579
1.50002163037425,0.6,0,0.7,0.5,0.2,0.1,9.58820614130618e-07,9.58949084945514e-07
2.10844120646361,2.5,1.5,0.3,1,0.05,0.25,0.024795229957223,0.0247970227830943
1.35167404722888,1,-1,0.7,0.5,0.2,0.1,0.0197787299218949,0.0197851247162049
2.46825936060632,2.5,1.5,0.5,2,0.2,0.1,0.0269261373299239,0.0269308192040949
3.14439118417213,0.6,-0.2,0.3,2,0.05,0.1,5.08028611517e-17,5.07994945481984e-17
