"t","a","v","w","sv","sw","wienr","dv","dsv","da","dw","dsw"
2.96728242867393,1.97075019897587,-0.234069746444577,0.446341180913477,1.33911323942978,0.458991903085368,0.00774967005741914,-0.000272768134467849,-0.00484245852890965,0.0229289833695418,0.00787118238989374,-0.00247639907206348
1.2233490871964,1.87170800796384,3.62540583040137,0.460355575830712,2.14274206084248,0.837733976117781,0.0114968822912294,-0.00929943858158277,0.0116496386690584,0.0100586920528033,0.00548637473700656,-0.00816777529049633
0.391308447346091,1.3729650763746,-2.6457021170147,0.553343849626386,0.994376741146907,0.114837899752622,0.943712507810375,0.185214472665576,-0.227614240440461,1.17052271409769,2.0934746898299,-0.0346867400094152
0.255758602195419,1.09488449772281,-1.66363897191473,0.500970332568033,2.13096045929325,0.529774628299029,1.03272036031507,-0.0765519192618122,-0.236504519759376,1.11409945857706,1.34268088964781,-0.285597097682711
0.769060702237766,1.12979014330786,1.01634254749181,0.510052381626726,1.01836957787528,0.592390047113772,0.0520855470326403,-0.0390200239784426,0.00761488321055501,0.176581073778375,-0.0150642750696222,-0.0252745543941272
2.38643075617729,1.9200343948576,2.94603776801299,0.473714115678747,1.71066127304498,0.352167905742813,0.0026779406869042,-0.00266468396291015,0.00316908421356067,0.0060972069985672,0.000538029513499505,-0.000696904947701466
1.05318394084461,1.52724946060534,0.217439418737742,0.426305741561232,0.603636950498714,0.386361142561997,0.106275668364718,-0.0687135154602203,-0.0210899945065199,0.173146569620525,0.0800129923470806,-0.0327337762942946
2.91758437694516,1.58894217329098,-2.0072630384254,0.461823340259863,0.434089680831045,0.26805503821191,0.000197565634916548,0.000649978237972538,0.00076731349927479,0.00130035667761105,0.000484194959831069,-1.51263880768458e-05
0.539273679419421,1.56006464092579,1.69919597160207,0.486373191265024,1.30576630978516,0.729730760329983,0.114213463468735,-0.0977639935470704,0.0709656003611585,0.0104009776636135,-0.028901148578456,-0.0668503820453605
1.40435581405181,1.16214213603415,-0.614818275698116,0.510468039973947,1.91659540080418,0.280741759965355,0.0060661958115247,0.000263052615536022,-0.00262665200520669,0.0445745126849643,0.00237365930986729,-0.00128918184414082
0.556656826555263,2.04535132726465,2.09885158686581,0.506803848210695,2.50585616808755,0.244811024430808,0.174869445604732,-0.085835975834007,0.0517665262783294,0.0094363716834624,0.0302661621010314,-0.021255287108125
0.732857450307347,2.36775286916158,-2.09209813750603,0.565729165827669,2.17863334343371,0.0172054712762402,0.398871499006355,0.0172423092563941,-0.140572711423319,0.189188832079768,0.743766542196104,-0.00109341173043309
2.32979523999384,1.24387169662285,-3.18122170283333,0.537829610048419,2.38060020740456,0.442070995727138,0.000162427399781567,7.70643041044555e-05,2.36622210529309e-05,0.00172397460634488,2.17130807897465e-05,-5.88736028464688e-05
0.334089547907934,1.85832141937702,1.81365568426408,0.237565423960417,1.87745905190034,0.323586998079831,0.265666190920902,-0.131372392910242,0.0482847237189981,0.0380213688785201,0.505603266009623,-0.152932781846473
1.38767092177877,0.751184635481711,-2.15773443525193,0.477317805750538,0.938681085531689,0.076400336123612,6.7735012150002e-06,8.03079256232214e-06,4.96847147468447e-06,0.000204425776090656,7.15498211534842e-06,-3.70202137068797e-07
0.299867103155702,1.23163115882261,0.95881529409785,0.555590230349095,0.955950521646525,0.431090473854393,0.393727306257689,-0.291578004880769,0.122848214247274,-0.122508425657331,-0.54284747183452,-0.102988382946415
1.70396430782275,1.84845776127126,-1.42598761654958,0.543123336391108,1.29241366188655,0.253406941762372,0.0447020337534705,0.0164550151358672,-0.0176970236571867,0.0906109497299215,0.0439221063535738,-0.00730485978227717
0.0756785697769374,1.20593077049802,0.282167153686612,0.535760453245837,1.60616227261479,0.199547569122692,1.01086123057944,-0.542036322517936,0.368901932036434,-2.88117423908132,-6.64827680667123,0.437889920176504
2.95792441755766,1.14761761204585,-2.21023677335194,0.476479171226414,2.35432057976609,0.302481461557532,6.28008289046218e-06,2.16104387035003e-06,-7.62888188269531e-07,0.000111286987709118,3.47658424538357e-06,-1.47992620849345e-06
0.983925172081217,0.917394156298484,3.4465671344058,0.528167312312007,1.883404431644,0.402878273866872,0.00106065375817679,-0.00091368017643368,0.00104570304337142,0.0108223695617457,-0.000624098096189943,-0.000328723853683374
1.93637437865837,1.43017682502333,1.52236191944633,0.489493020127772,2.24707438390793,0.0686329296423312,0.00360333912508481,-0.00121972222612743,-0.00052696663891049,0.0188325764510482,0.00133283788382233,-0.000181259534421707
0.920908544387203,1.57624868612825,0.899229134112843,0.507136224021725,0.674862514013514,0.113982774242149,0.0870678125678358,-0.0997557168444618,0.0390875768068523,0.0747986624406897,-0.0618330682289996,-0.00710711790793663
2.99027589693433,1.2690978530995,2.95567734883141,0.492740491305196,0.469971875059344,0.19729579501661,2.03581469137536e-08,-1.15924942410865e-07,2.93020161511213e-07,2.45068548011354e-07,-4.1000126730222e-08,-1.85080438088871e-09
2.72276289477013,1.37660802091342,2.57773672449078,0.495718975158875,0.535110822903406,0.365429070344455,2.39092943336457e-06,-1.03110223598444e-05,2.18452631273325e-05,1.96301860629812e-05,-3.82605300978883e-06,-5.02891791333543e-07
2.96678047496825,1.70817390922182,5.65766394554522,0.502543742418639,0.843166699647165,0.148038345242626,2.14733341216284e-10,-1.2179399211868e-09,5.65192874623572e-09,8.36604968461991e-10,-5.90830206256151e-10,-4.08879476182925e-12
0.243654931336641,2.36745967266061,2.63797980265512,0.542628061618474,1.69814637445822,0.538508118984742,0.0643383691232635,-0.0596846371884184,0.0805690929491687,-0.0735362482005634,-0.407928456969097,0.087757004206094
1.89976433751872,1.84224300851458,0.679342042075867,0.670013827368576,1.73320213924372,0.112150337219969,0.0224500195377127,-0.00844498085627645,-0.00551264602365586,0.0496369795335167,-0.023398061695143,-0.00226524437315401
1.4969013705384,1.49349334102536,-2.66664297085008,0.474746431606463,0.508032536911205,0.487708449337173,0.00384774749909551,0.00886662366919198,0.00830648925017426,0.0161827041885413,0.0105418143013421,-0.000113431923521132
2.91452201803913,1.15088156327159,-5.11707921950383,0.540791391971906,1.50713778578241,0.380564549892522,1.66589458114726e-07,3.12273482532888e-07,7.86254735230582e-07,2.93303073886042e-06,7.68041776677619e-08,-5.13695705321513e-08
1.1185515001649,1.0316269794032,1.05317703469026,0.607525267083363,0.196143821099659,0.290563951008296,0.00439622280543981,-0.0075427861763408,0.00161930683342454,0.0331101676562364,-0.00897769541050659,-0.000714273593586171
2.05598071030108,1.20065842822701,-4.51947617132082,0.488521334727577,0.948363628553066,0.514352881806459,1.80604327900203e-06,5.48441230227876e-06,1.45643441222935e-05,1.98994136862546e-05,3.22125323741582e-06,-4.49858293336807e-07
0.827973794424906,1.41858230846638,-1.41625314759549,0.551562114706621,2.64967016012536,0.103971692215164,0.110130830093888,0.00628883401792286,-0.0345003992590197,0.220497287154138,0.0975840112908465,-0.0069568903626899
0.59785707105184,0.999354220302637,3.06885026895736,0.571293044118221,1.43583477258851,0.387969231348765,0.0153682024739575,-0.0164272730718879,0.0193549454813502,0.0529042703932016,-0.0225771280479179,-0.00365972846138475
0.596172503824346,1.3015616316066,-0.440594046724513,0.646293048396861,1.72436546394498,0.213579500641545,0.279173781100338,-0.0581121314994108,-0.0822531026155808,0.486971578216391,-0.0836317569273779,-0.0527022317532337
1.16892540238332,1.33163002971573,2.4318184731515,0.491614699624472,1.47676808312148,0.102693679868196,0.00995818320456499,-0.00981137697637511,0.00943401708298833,0.0323200357578204,-0.002904586871305,-0.000743597156411461
2.54872195670614,1.48249220282205,4.77813596294313,0.594885309948422,0.42900961383879,0.66085439601694,7.31835261424586e-13,-6.39221678683536e-12,2.34142971721836e-11,3.64241275974483e-12,-3.0035012210618e-12,4.38518451315328e-13
1.51932459361851,1.99039142967891,0.951698723938384,0.535591188165739,1.74982421232313,0.270763829388559,0.0490229385326648,-0.0218297443644007,-0.00598589499032617,0.054694976245175,0.0184941387821823,-0.00875901024167429
