"set","method","us_per_trial","n","n_acc","rel_diff"
45,"rtdists precision=3",8.5997295,1000,1000,0.00246936581408375
45,"rtdists precision=5",260.19871,100,100,8.74522364152641e-05
45,"rtdists precision=8",128819.88686,25,50,1.81979386337794e-07
45,"WienR 5e-3 (EMC2 default)",5.1775825,1000,1000,0.00161860817013726
45,"WienR 1e-4",6.927237,1000,1000,0.000975342491141173
45,"WienR 1e-8",43.3982335,1000,1000,4.55139370636459e-09
45,"WienR 1e-12",482.57984,200,200,1.2134737659153e-13
45,"WienR 1e-12 + 5 grads",4318.12082,200,200,1.2134737659153e-13
46,"ours 1e-12 (density + 7 grads)",9.835859,1000,1000,0
46,"rtdists precision=3",38.9638785,1000,1000,0.0101672566777811
46,"rtdists precision=5",2320.54342,100,100,5.31190311199303e-05
46,"rtdists precision=8",1106923.43004,25,50,1.14445367516147e-07
46,"WienR 5e-3 (EMC2 default)",29.360059,1000,1000,0.0560169963892156
46,"WienR 1e-4",118.846577,1000,1000,0.00419522576304243
46,"WienR 1e-8",836.776462,1000,1000,1.66970723802784e-07
46,"WienR 1e-12",1257.35766,200,200,8.08627893533753e-08
46,"WienR 1e-12 + 5 grads",9165.07686,200,200,8.08627893533753e-08
47,"ours 1e-12 (density + 7 grads)",10.6772405,1000,1000,0
47,"rtdists precision=3",12.035427,1000,1000,0.00904471187711642
47,"rtdists precision=5",660.38659,100,100,4.91830046146502e-05
47,"rtdists precision=8",324186.25134,25,50,5.1841378634343e-08
47,"WienR 5e-3 (EMC2 default)",6.090222,1000,1000,0.00560332177436884
47,"WienR 1e-4",12.220624,1000,1000,0.00207166384277691
47,"WienR 1e-8",157.5339515,1000,1000,6.73143242257979e-08
47,"WienR 1e-12",963.573595,200,200,2.94053670302219e-12
47,"WienR 1e-12 + 5 grads",7766.752795,200,200,2.94053670302219e-12
48,"ours 1e-12 (density + 7 grads)",11.5290565,1000,1000,0
48,"rtdists precision=3",26.775296,1000,1000,0.00569125199329878
48,"rtdists precision=5",1701.6968,100,100,3.3910147696381e-05
48,"rtdists precision=8",864262.57418,25,50,3.70137487326616e-08
48,"WienR 5e-3 (EMC2 default)",14.86291,1000,1000,0.0215720875977845
48,"WienR 1e-4",34.033772,1000,1000,0.0161628171391053
48,"WienR 1e-8",592.315028,1000,1000,8.9820751059122e-08
48,"WienR 1e-12",1238.411355,200,200,4.97892838069447e-11
48,"WienR 1e-12 + 5 grads",9368.468635,200,200,4.97892838069447e-11
49,"ours 1e-12 (density + 7 grads)",11.2418105,1000,1000,0
49,"rtdists precision=3",21.300648,1000,1000,0.0320618093742434
49,"rtdists precision=5",1337.43722,100,100,3.14270010631779e-05
49,"rtdists precision=8",644980.79408,25,50,6.28727059304168e-08
49,"WienR 5e-3 (EMC2 default)",8.433208,1000,1000,0.0201443893922797
49,"WienR 1e-4",16.8253135,1000,1000,0.00409799970852498
49,"WienR 1e-8",269.9318435,1000,1000,2.12489724704668e-07
49,"WienR 1e-12",1102.25179,200,200,9.2524654604631e-11
49,"WienR 1e-12 + 5 grads",8881.561655,200,200,9.2524654604631e-11
50,"ours 1e-12 (density + 7 grads)",10.370991,1000,1000,0
50,"rtdists precision=3",69.748626,1000,1000,0.0983029645108445
50,"rtdists precision=5",4334.57166,100,100,3.86796838593995e-05
50,"rtdists precision=8",2088830.94338,25,50,8.26704805723111e-08
50,"WienR 5e-3 (EMC2 default)",13.294373,1000,1000,0.0786260824368367
50,"WienR 1e-4",45.9641365,1000,1000,0.0022038463145464
50,"WienR 1e-8",665.533648,1000,1000,6.14283941491323e-08
50,"WienR 1e-12",1237.356425,200,200,3.09704204504158e-08
50,"WienR 1e-12 + 5 grads",9393.72033,200,200,3.09704204504158e-08
51,"ours 1e-12 (density + 7 grads)",9.989527,1000,1000,0
51,"rtdists precision=3",13.6374405,1000,1000,0.0148786609721286
51,"rtdists precision=5",863.93437,100,100,5.93512746791536e-05
51,"rtdists precision=8",422762.03228,25,50,1.26678984080364e-07
51,"WienR 5e-3 (EMC2 default)",4.9810285,1000,1000,0.0074727288324753
51,"WienR 1e-4",6.3819985,1000,1000,0.00232900782225021
51,"WienR 1e-8",70.7378125,1000,1000,1.66255853528696e-09
51,"WienR 1e-12",607.646035,200,200,1.44642076094215e-11
51,"WienR 1e-12 + 5 grads",5111.029865,200,200,1.44642076094215e-11
52,"ours 1e-12 (density + 7 grads)",10.041351,1000,1000,0
52,"rtdists precision=3",11.586805,1000,1000,0.000571827398233693
52,"rtdists precision=5",137.39223,100,100,0.000118345075130644
52,"rtdists precision=8",70318.80152,25,50,2.0089750196739e-07
52,"WienR 5e-3 (EMC2 default)",4.7174805,1000,1000,0.000933610117960892
52,"WienR 1e-4",5.6368235,1000,1000,3.55518762394924e-05
52,"WienR 1e-8",21.491339,1000,1000,7.90683192253283e-08
52,"WienR 1e-12",202.698055,200,200,1.23345778035855e-11
52,"WienR 1e-12 + 5 grads",2309.00479,200,200,1.23345778035855e-11
53,"ours 1e-12 (density + 7 grads)",9.834014,1000,1000,0
53,"rtdists precision=3",25.7585165,1000,1000,0.0202895355010182
53,"rtdists precision=5",1541.75293,100,100,0.000334099739397908
53,"rtdists precision=8",730167.2821,25,50,7.0604860658019e-07
53,"WienR 5e-3 (EMC2 default)",6.8506285,1000,1000,0.069204966084548
53,"WienR 1e-4",21.214343,1000,1000,0.0113452022465762
53,"WienR 1e-8",391.0219815,1000,1000,7.58367024733531e-09
53,"WienR 1e-12",1143.532845,200,200,5.23414533937228e-10
53,"WienR 1e-12 + 5 grads",8545.928685,200,200,5.23414533937228e-10
54,"ours 1e-12 (density + 7 grads)",9.3155485,1000,1000,0
54,"rtdists precision=3",70.454195,1000,1000,0.00762248800934728
54,"rtdists precision=5",4395.07331,100,100,8.30052124318748e-05
54,"rtdists precision=8",2166872.58705769,26,50,1.78708907672132e-07
54,"WienR 5e-3 (EMC2 default)",20.283807,1000,1000,0.11773581807073
54,"WienR 1e-4",75.099085,1000,1000,0.0650330110098094
54,"WienR 1e-8",873.327224,1000,1000,5.43099498706567e-08
54,"WienR 1e-12",1168.490365,200,200,2.15360365096728e-08
54,"WienR 1e-12 + 5 grads",8518.77377,200,200,2.15360365096728e-08
55,"ours 1e-12 (density + 7 grads)",10.949132,1000,1000,0
55,"rtdists precision=3",14.5204165,1000,1000,0.00709908543920246
55,"rtdists precision=5",894.84878,100,100,2.13330422569324e-05
55,"rtdists precision=8",431942.01592,25,50,3.71532020704279e-08
55,"WienR 5e-3 (EMC2 default)",12.0814085,1000,1000,0.0210243160922194
55,"WienR 1e-4",29.8801645,1000,1000,0.000782680791154844
55,"WienR 1e-8",438.466218,1000,1000,2.03382299890364e-08
55,"WienR 1e-12",1104.511095,200,200,8.73527361555659e-10
55,"WienR 1e-12 + 5 grads",8904.04011,200,200,8.73527361555659e-10
56,"ours 1e-12 (density + 7 grads)",10.322242,1000,1000,0
56,"rtdists precision=3",17.7972185,1000,1000,0.0658520403925109
56,"rtdists precision=5",1121.40043,100,100,2.52803130081913e-05
56,"rtdists precision=8",519863.10472,25,50,2.10508356301986e-08
56,"WienR 5e-3 (EMC2 default)",6.319863,1000,1000,0.0280834115643986
56,"WienR 1e-4",14.957702,1000,1000,0.0280834115643986
56,"WienR 1e-8",255.5065265,1000,1000,1.52562229516207e-08
56,"WienR 1e-12",1016.00009,200,200,5.27881982570477e-09
56,"WienR 1e-12 + 5 grads",8063.342285,200,200,5.27881982570477e-09
57,"ours 1e-12 (density + 7 grads)",9.697935,1000,1000,0
57,"rtdists precision=3",44.1295505,1000,1000,1
57,"rtdists precision=5",2758.76126,100,100,2.23433199401102e-05
57,"rtdists precision=8",1232501.43132,25,50,3.70501344049146e-08
57,"WienR 5e-3 (EMC2 default)",43.246718,1000,1000,0.0743433842193086
57,"WienR 1e-4",164.2079725,1000,1000,0.0238941994188617
57,"WienR 1e-8",978.6997045,1000,1000,8.01031798269847e-06
57,"WienR 1e-12",1206.02976,200,200,1.68553957069495e-06
57,"WienR 1e-12 + 5 grads",8796.83167,200,200,1.68553957069495e-06
58,"ours 1e-12 (density + 7 grads)",10.9995415,1000,1000,0
58,"rtdists precision=3",65.6526645,1000,1000,0.444874063942735
58,"rtdists precision=5",3960.0055,100,100,2.55556063685214e-05
58,"rtdists precision=8",2056583.30932,25,50,1.86546003089205e-08
58,"WienR 5e-3 (EMC2 default)",17.2974285,1000,1000,0.169848019597216
58,"WienR 1e-4",70.876987,1000,1000,0.0205691325635257
58,"WienR 1e-8",679.089806,1000,1000,7.88998309575462e-07
58,"WienR 1e-12",1287.05232,200,200,2.63046389337163e-07
58,"WienR 1e-12 + 5 grads",9753.834195,200,200,2.63046389337163e-07
59,"ours 1e-12 (density + 7 grads)",10.593416,1000,1000,0
59,"rtdists precision=3",46.3805325,1000,1000,0.0224789113107755
59,"rtdists precision=5",2730.06946,100,100,0.000346543552270706
59,"rtdists precision=8",1380720.06228,25,50,7.09122024322717e-07
59,"WienR 5e-3 (EMC2 default)",15.551136,1000,1000,0.0606721890380353
59,"WienR 1e-4",58.963658,1000,1000,0.00135443083212772
59,"WienR 1e-8",775.374821,1000,1000,2.83884782348309e-08
59,"WienR 1e-12",1278.440065,200,200,2.83884782348309e-08
59,"WienR 1e-12 + 5 grads",9499.329975,200,200,2.83884782348309e-08
60,"ours 1e-12 (density + 7 grads)",9.9977065,1000,1000,0
60,"rtdists precision=3",76.041921,1000,1000,0.0153987682014471
60,"rtdists precision=5",4662.11902,100,100,0.000236859269192591
60,"rtdists precision=8",2346740.89152,25,50,9.96839764066948e-08
60,"WienR 5e-3 (EMC2 default)",19.704887,1000,1000,0.120542065557493
60,"WienR 1e-4",75.33709,1000,1000,0.00129690050407816
60,"WienR 1e-8",730.2938655,1000,1000,3.23023486736851e-07
60,"WienR 1e-12",1232.1484,200,200,4.9013848424373e-08
60,"WienR 1e-12 + 5 grads",9106.063715,200,200,4.9013848424373e-08
61,"ours 1e-12 (density + 7 grads)",10.9998285,1000,1000,0
61,"rtdists precision=3",31.4890045,1000,1000,0.0479851633208044
61,"rtdists precision=5",1924.06194,100,100,3.55859030116701e-05
61,"rtdists precision=8",988494.48806,25,50,5.45159631881731e-08
61,"WienR 5e-3 (EMC2 default)",7.147325,1000,1000,0.0905444601808144
61,"WienR 1e-4",19.435845,1000,1000,0.00201343406033483
61,"WienR 1e-8",287.8818075,1000,1000,1.10263919550491e-07
61,"WienR 1e-12",1050.65739,200,200,4.45900205647831e-10
61,"WienR 1e-12 + 5 grads",8326.94707,200,200,4.45900205647831e-10
62,"ours 1e-12 (density + 7 grads)",10.467915,1000,1000,0
62,"rtdists precision=3",33.7456445,1000,1000,0.0581482899838706
62,"rtdists precision=5",2140.0401,100,100,8.31689468542285e-05
62,"rtdists precision=8",1079675.058,25,50,1.74722475598799e-07
62,"WienR 5e-3 (EMC2 default)",16.526854,1000,1000,0.0466435187290671
62,"WienR 1e-4",59.3520715,1000,1000,0.00517428647791329
62,"WienR 1e-8",566.762024,1000,1000,2.3260678627679e-07
62,"WienR 1e-12",1247.275555,200,200,2.84268879546801e-08
62,"WienR 1e-12 + 5 grads",9296.712075,200,200,2.84268879546801e-08
63,"ours 1e-12 (density + 7 grads)",9.624381,1000,1000,0
63,"rtdists precision=3",22.133809,1000,1000,0.0120912751283353
63,"rtdists precision=5",1300.45399,100,100,5.40902280143918e-05
63,"rtdists precision=8",651933.00008,25,50,2.5262154257355e-08
63,"WienR 5e-3 (EMC2 default)",7.639817,1000,1000,0.0126400465202358
63,"WienR 1e-4",24.164826,1000,1000,0.00211349692469187
63,"WienR 1e-8",438.0987965,1000,1000,2.17059259455255e-07
63,"WienR 1e-12",1115.71168,200,200,7.14447834226917e-10
63,"WienR 1e-12 + 5 grads",8446.040795,200,200,7.14447834226917e-10
64,"ours 1e-12 (density + 7 grads)",10.358158,1000,1000,0
64,"rtdists precision=3",24.6503275,1000,1000,0.0215248967441463
64,"rtdists precision=5",1548.03864,100,100,4.47076062850549e-05
64,"rtdists precision=8",748124.52278,25,50,7.51594878556361e-08
64,"WienR 5e-3 (EMC2 default)",5.6844245,1000,1000,0.0221875943414666
64,"WienR 1e-4",12.709426,1000,1000,0.00443224401636755
64,"WienR 1e-8",259.5179255,1000,1000,1.54373456462409e-07
64,"WienR 1e-12",1062.973175,200,200,8.833216380566e-10
64,"WienR 1e-12 + 5 grads",8280.35877,200,200,8.833216380566e-10
65,"ours 1e-12 (density + 7 grads)",10.9785085,1000,1000,0
65,"rtdists precision=3",28.9094895,1000,1000,0.26818324843931
65,"rtdists precision=5",1737.0347,100,100,6.41901690232594e-05
65,"rtdists precision=8",837499.16654,25,50,7.76378167310909e-08
65,"WienR 5e-3 (EMC2 default)",9.789529,1000,1000,0.132792364843894
65,"WienR 1e-4",28.171715,1000,1000,0.00357349657514527
65,"WienR 1e-8",409.155482,1000,1000,3.60950682010142e-07
65,"WienR 1e-12",1168.430915,200,200,1.10979048173476e-09
65,"WienR 1e-12 + 5 grads",8995.15974,200,200,1.10979048173476e-09
66,"ours 1e-12 (density + 7 grads)",11.05852,1000,1000,0
66,"rtdists precision=3",21.007498,1000,1000,0.0288915585210673
66,"rtdists precision=5",1308.00988,100,100,1.38868594435904e-05
66,"rtdists precision=8",633675.95018,25,50,2.19375190235738e-08
66,"WienR 5e-3 (EMC2 default)",10.474188,1000,1000,0.0187232593665031
66,"WienR 1e-4",31.682422,1000,1000,0.0083633257164133
66,"WienR 1e-8",573.9750105,1000,1000,3.5981089663295e-08
66,"WienR 1e-12",1309.46866,200,200,2.43649433961934e-10
66,"WienR 1e-12 + 5 grads",9722.098965,200,200,2.43649433961934e-10
67,"ours 1e-12 (density + 7 grads)",9.7286645,1000,1000,0
67,"rtdists precision=3",65.583108,1000,1000,0.00803700116393102
67,"rtdists precision=5",4111.41686,100,100,9.88092285966191e-05
67,"rtdists precision=8",1909942.71834,25,50,2.08334919760134e-07
67,"WienR 5e-3 (EMC2 default)",15.699105,1000,1000,0.0818619630022951
67,"WienR 1e-4",61.1646815,1000,1000,0.0122343885761942
67,"WienR 1e-8",644.814995,1000,1000,1.18720603903277e-07
67,"WienR 1e-12",1212.71276,200,200,7.65853230833002e-08
67,"WienR 1e-12 + 5 grads",9073.43899,200,200,7.65853230833002e-08
68,"ours 1e-12 (density + 7 grads)",8.8099775,1000,1000,0
68,"rtdists precision=3",28.7196595,1000,1000,0.0820516652403839
68,"rtdists precision=5",1772.16678,100,100,4.34387632334277e-05
68,"rtdists precision=8",831438.2169,25,50,4.78840762596633e-08
68,"WienR 5e-3 (EMC2 default)",26.6746205,1000,1000,0.0477268645950769
68,"WienR 1e-4",98.4939925,1000,1000,0.000273463775536831
68,"WienR 1e-8",755.8271485,1000,1000,1.41330140268625e-06
68,"WienR 1e-12",1084.353035,200,200,6.93965385156758e-08
68,"WienR 1e-12 + 5 grads",8156.126925,200,200,6.93965385156758e-08
69,"ours 1e-12 (density + 7 grads)",7.4050305,1000,1000,0
69,"rtdists precision=3",3.648795,1000,1000,0.999999990609198
69,"rtdists precision=5",217.23112,100,100,0.000424947223891525
69,"rtdists precision=8",102515.43404,25,50,9.11741335984928e-07
69,"WienR 5e-3 (EMC2 default)",25.34538,1000,1000,0.0176637044381791
69,"WienR 1e-4",82.6905425,1000,1000,0.00025976084078505
69,"WienR 1e-8",635.542107,1000,1000,4.96204539679468e-08
69,"WienR 1e-12",921.877825,200,200,3.0288664243372e-08
69,"WienR 1e-12 + 5 grads",6801.36126,200,200,3.0288664243372e-08
70,"ours 1e-12 (density + 7 grads)",11.4672695,1000,1000,0
70,"rtdists precision=3",7.1455825,1000,1000,0.0178569725898275
70,"rtdists precision=5",469.55988,100,100,8.04702241012922e-05
70,"rtdists precision=8",223253.19508,25,50,2.03760054384716e-08
70,"WienR 5e-3 (EMC2 default)",6.0024205,1000,1000,0.00562962752392471
70,"WienR 1e-4",10.7015125,1000,1000,0.00261069113302348
70,"WienR 1e-8",148.2005475,1000,1000,2.0071299122737e-07
70,"WienR 1e-12",919.45042,200,200,1.63524749297039e-11
70,"WienR 1e-12 + 5 grads",7730.4557,200,200,1.63524749297039e-11
71,"ours 1e-12 (density + 7 grads)",9.9915975,1000,1000,0
71,"rtdists precision=3",17.460793,1000,1000,0.00988210163907333
71,"rtdists precision=5",1143.15462,100,100,5.09669827010173e-05
71,"rtdists precision=8",550830.68352,25,50,1.10250017781865e-07
71,"WienR 5e-3 (EMC2 default)",9.306057,1000,1000,0.0165165106230606
71,"WienR 1e-4",27.0667445,1000,1000,0.00217077497877005
71,"WienR 1e-8",473.063166,1000,1000,8.5541445482562e-08
71,"WienR 1e-12",1177.06736,200,200,3.19365867085253e-10
71,"WienR 1e-12 + 5 grads",9018.82166,200,200,3.19365867085253e-10
72,"ours 1e-12 (density + 7 grads)",9.3307185,1000,1000,0
72,"rtdists precision=3",13.1738945,1000,1000,0.00415390282993577
72,"rtdists precision=5",690.16735,100,100,2.32251569078912e-05
72,"rtdists precision=8",334569.4218,25,50,4.84546864853996e-08
72,"WienR 5e-3 (EMC2 default)",8.9407265,1000,1000,0.00610560764202539
72,"WienR 1e-4",16.656127,1000,1000,0.00596534208257637
72,"WienR 1e-8",248.6521055,1000,1000,1.10140779163714e-07
72,"WienR 1e-12",949.710675,200,200,3.89466237038505e-12
72,"WienR 1e-12 + 5 grads",7499.456985,200,200,3.89466237038505e-12
73,"ours 1e-12 (density + 7 grads)",11.0940875,1000,1000,0
73,"rtdists precision=3",30.813017,1000,1000,0.0123267687272708
73,"rtdists precision=5",1979.63908,100,100,3.10662906752857e-05
73,"rtdists precision=8",964558.60114,25,50,6.61622252540184e-08
73,"WienR 5e-3 (EMC2 default)",6.790051,1000,1000,0.0281739892015287
73,"WienR 1e-4",17.7608515,1000,1000,0.00523513172750656
73,"WienR 1e-8",296.2002975,1000,1000,3.35264465189944e-07
73,"WienR 1e-12",1009.87264,200,200,4.52258230865255e-10
73,"WienR 1e-12 + 5 grads",8280.390545,200,200,4.52258230865255e-10
74,"ours 1e-12 (density + 7 grads)",10.2017225,1000,1000,0
74,"rtdists precision=3",44.8258945,1000,1000,0.00980856702519961
74,"rtdists precision=5",2809.39913,100,100,8.52987573393138e-05
74,"rtdists precision=8",1346456.82066,25,50,1.84167734507135e-07
74,"WienR 5e-3 (EMC2 default)",7.4437345,1000,1000,0.0675403726343007
74,"WienR 1e-4",24.4361845,1000,1000,0.0151933899984849
74,"WienR 1e-8",413.540801,1000,1000,5.60886629363821e-08
74,"WienR 1e-12",1132.57334,200,200,4.82595585715728e-09
74,"WienR 1e-12 + 5 grads",8719.747775,200,200,4.82595585715728e-09
75,"ours 1e-12 (density + 7 grads)",8.7806215,1000,1000,0
75,"rtdists precision=3",25.708558,1000,1000,0.00559673297844898
75,"rtdists precision=5",1565.64814,100,100,1.64141917242677e-05
75,"rtdists precision=8",722915.923384615,26,51,5.32595464397545e-08
75,"WienR 5e-3 (EMC2 default)",18.5030745,1000,1000,0.0196250009056215
75,"WienR 1e-4",61.7910795,1000,1000,0.00531653032523938
75,"WienR 1e-8",863.2920435,1000,1000,3.21097908262402e-08
75,"WienR 1e-12",1132.54218,200,200,2.38296671284388e-09
75,"WienR 1e-12 + 5 grads",8458.80102,200,200,2.38296671284388e-09
76,"ours 1e-12 (density + 7 grads)",9.8568715,1000,1000,0
76,"rtdists precision=3",112.3560925,1000,1000,0.00282426112503398
76,"rtdists precision=5",6660.48608,100,100,1.33605016252591e-05
76,"rtdists precision=8",3244827.05612,25,50,2.19627770414732e-08
76,"WienR 5e-3 (EMC2 default)",18.981606,1000,1000,0.0652262847154728
76,"WienR 1e-4",70.3886565,1000,1000,0.0183224940168916
76,"WienR 1e-8",814.191735,1000,1000,7.58433842396045e-08
76,"WienR 1e-12",1210.83783,200,200,1.20780878631876e-08
76,"WienR 1e-12 + 5 grads",9046.058575,200,200,1.20780878631876e-08
77,"ours 1e-12 (density + 7 grads)",10.708544,1000,1000,0
77,"rtdists precision=3",18.629867,1000,1000,0.00830707885159887
77,"rtdists precision=5",1227.47153,100,100,2.9877591546601e-05
77,"rtdists precision=8",625663.68016,25,50,5.28806567423601e-08
77,"WienR 5e-3 (EMC2 default)",9.9178385,1000,1000,0.0225691330610671
77,"WienR 1e-4",31.1935585,1000,1000,0.0144822722849601
77,"WienR 1e-8",558.9459275,1000,1000,4.91866243290673e-08
77,"WienR 1e-12",1201.546,200,200,3.02684544095655e-10
77,"WienR 1e-12 + 5 grads",9112.943925,200,200,3.02684544095655e-10
78,"ours 1e-12 (density + 7 grads)",9.968658,1000,1000,0
78,"rtdists precision=3",73.2280705,1000,1000,0.00345070081652643
78,"rtdists precision=5",4559.18606,100,100,4.59451100527364e-05
78,"rtdists precision=8",2226601.7067,25,50,9.912533660561e-08
78,"WienR 5e-3 (EMC2 default)",16.8461825,1000,1000,0.0678504043135015
78,"WienR 1e-4",67.89641,1000,1000,0.00092407305997888
78,"WienR 1e-8",713.8490525,1000,1000,1.19780787066759e-07
78,"WienR 1e-12",1227.51827,200,200,1.80757213641414e-08
78,"WienR 1e-12 + 5 grads",9048.84022,200,200,1.80757213641414e-08
79,"ours 1e-12 (density + 7 grads)",9.5552755,1000,1000,0
79,"rtdists precision=3",56.8417645,1000,1000,0.00761423739687117
79,"rtdists precision=5",3286.69161,100,100,3.49001301873653e-05
79,"rtdists precision=8",1558653.16116,25,50,7.3732348115918e-08
79,"WienR 5e-3 (EMC2 default)",19.8269645,1000,1000,0.0269831201776721
79,"WienR 1e-4",63.5341125,1000,1000,0.0269831201776721
79,"WienR 1e-8",898.315084,1000,1000,2.69466167157617e-08
79,"WienR 1e-12",1235.69121,200,200,4.41142633533786e-09
79,"WienR 1e-12 + 5 grads",9140.02832,200,200,4.41142633533786e-09
80,"ours 1e-12 (density + 7 grads)",9.2802885,1000,1000,0
80,"rtdists precision=3",102.532841,1000,1000,0.0212063020271145
80,"rtdists precision=5",6159.69568,100,100,6.49035943829368e-05
80,"rtdists precision=8",2990189.07311538,26,50,1.28506487562241e-07
80,"WienR 5e-3 (EMC2 default)",29.782113,1000,1000,0.117425358777909
80,"WienR 1e-4",114.703527,1000,1000,0.117425358777909
80,"WienR 1e-8",1057.927797,1000,1000,3.92699869511404e-07
80,"WienR 1e-12",1229.14351,200,200,1.25363952552249e-08
80,"WienR 1e-12 + 5 grads",8832.72471,200,200,1.25363952552249e-08
81,"ours 1e-12 (density + 7 grads)",9.752219,1000,1000,0
81,"rtdists precision=3",47.8310715,1000,1000,0.00750241496281245
81,"rtdists precision=5",2843.05439,100,100,0.00011831192118239
81,"rtdists precision=8",1428939.0315,25,50,2.55292812445518e-07
81,"WienR 5e-3 (EMC2 default)",23.3487825,1000,1000,0.0888184643920992
81,"WienR 1e-4",87.5871315,1000,1000,0.00211762462928389
81,"WienR 1e-8",839.42416,1000,1000,1.13582126926026e-07
81,"WienR 1e-12",1181.88937,200,200,1.03100610271412e-08
81,"WienR 1e-12 + 5 grads",8741.95563,200,200,1.03100610271412e-08
82,"ours 1e-12 (density + 7 grads)",10.734333,1000,1000,0
82,"rtdists precision=3",34.436064,1000,1000,0.00593668589897689
82,"rtdists precision=5",2105.514,100,100,4.52644122072021e-05
82,"rtdists precision=8",1014987.10956,25,50,9.63190279756887e-08
82,"WienR 5e-3 (EMC2 default)",6.109984,1000,1000,0.0363924605420675
82,"WienR 1e-4",17.1754535,1000,1000,0.0242207328944533
82,"WienR 1e-8",366.647625,1000,1000,9.7705889046118e-08
82,"WienR 1e-12",1311.082625,200,200,2.79645195888634e-10
82,"WienR 1e-12 + 5 grads",9066.25907,200,200,2.79645195888634e-10
83,"ours 1e-12 (density + 7 grads)",11.0127435,1000,1000,0
83,"rtdists precision=3",27.1893755,1000,1000,0.00861221902105724
83,"rtdists precision=5",1619.68778,100,100,1.96223329861356e-05
83,"rtdists precision=8",778711.59698,25,50,4.20583800009311e-08
83,"WienR 5e-3 (EMC2 default)",11.2530035,1000,1000,0.0232944491768868
83,"WienR 1e-4",34.497277,1000,1000,0.0226302929325762
83,"WienR 1e-8",603.0781225,1000,1000,7.83397979819966e-09
83,"WienR 1e-12",1288.777805,200,200,8.7025375794525e-10
83,"WienR 1e-12 + 5 grads",9793.465,200,200,8.7025375794525e-10
84,"ours 1e-12 (density + 7 grads)",10.098956,1000,1000,0
84,"rtdists precision=3",20.3547575,1000,1000,0.0120357178950725
84,"rtdists precision=5",1226.41742,100,100,3.08882142097122e-05
84,"rtdists precision=8",574857.79954,25,50,6.48151962101551e-08
84,"WienR 5e-3 (EMC2 default)",5.742501,1000,1000,0.00895562153420915
84,"WienR 1e-4",13.54804,1000,1000,0.000811586180943125
84,"WienR 1e-8",222.9927475,1000,1000,1.32701565291882e-08
84,"WienR 1e-12",920.35324,200,200,3.41098260747685e-11
84,"WienR 1e-12 + 5 grads",7456.618955,200,200,3.41098260747685e-11
85,"ours 1e-12 (density + 7 grads)",10.80514,1000,1000,0
85,"rtdists precision=3",48.271473,1000,1000,0.852461164931121
85,"rtdists precision=5",2886.63862,100,100,6.82812310210945e-05
85,"rtdists precision=8",1413966.81468,25,50,1.41456786950656e-07
85,"WienR 5e-3 (EMC2 default)",27.948224,1000,1000,0.160479860030535
85,"WienR 1e-4",105.102721,1000,1000,0.0087207971686204
85,"WienR 1e-8",957.7408325,1000,1000,2.05752589632624e-07
85,"WienR 1e-12",1280.324425,200,200,6.21621594198984e-08
85,"WienR 1e-12 + 5 grads",9637.351145,200,200,6.21621594198984e-08
86,"ours 1e-12 (density + 7 grads)",8.8079685,1000,1000,0
86,"rtdists precision=3",40.2240135,1000,1000,0.00503622650373181
86,"rtdists precision=5",2494.36989,100,100,4.36097148044379e-05
86,"rtdists precision=8",1212764.40278,25,50,9.3752241414613e-08
86,"WienR 5e-3 (EMC2 default)",8.721151,1000,1000,0.0115040422308175
86,"WienR 1e-4",29.318772,1000,1000,0.00394719448900338
86,"WienR 1e-8",419.8300165,1000,1000,7.23706421457138e-08
86,"WienR 1e-12",967.389875,200,200,2.41820974355988e-09
86,"WienR 1e-12 + 5 grads",7173.34155,200,200,2.41820974355988e-09
87,"ours 1e-12 (density + 7 grads)",10.2579745,1000,1000,0
87,"rtdists precision=3",82.5377765,1000,1000,0.00358798423026674
87,"rtdists precision=5",5257.84615,100,100,2.62119173858322e-05
87,"rtdists precision=8",2576520.3354,25,50,5.63769604333686e-08
87,"WienR 5e-3 (EMC2 default)",14.9414455,1000,1000,0.0522771613231032
87,"WienR 1e-4",53.6262165,1000,1000,0.0405988429451256
87,"WienR 1e-8",720.942565,1000,1000,5.79479167983621e-08
87,"WienR 1e-12",1300.48515,200,200,3.79488485080515e-09
87,"WienR 1e-12 + 5 grads",9855.498205,200,200,3.79488485080515e-09
88,"ours 1e-12 (density + 7 grads)",11.0169255,1000,1000,0
88,"rtdists precision=3",37.273141,1000,1000,0.0410767322651658
88,"rtdists precision=5",2390.81414,100,100,0.000191431729426483
88,"rtdists precision=8",1195830.34252,25,50,4.06548466669321e-07
88,"WienR 5e-3 (EMC2 default)",5.9826995,1000,1000,0.0498453832286934
88,"WienR 1e-4",13.86661,1000,1000,0.00113028986236874
88,"WienR 1e-8",225.467774,1000,1000,5.74572907030557e-08
88,"WienR 1e-12",982.31408,200,200,1.39993550085649e-09
88,"WienR 1e-12 + 5 grads",7978.483765,200,200,1.39993550085649e-09
89,"ours 1e-12 (density + 7 grads)",10.9465285,1000,1000,0
89,"rtdists precision=3",33.6886955,1000,1000,0.0527156290642734
89,"rtdists precision=5",2056.04094,100,100,0.000201026081265265
89,"rtdists precision=8",960694.6201,25,50,1.10862349633756e-07
89,"WienR 5e-3 (EMC2 default)",32.9268335,1000,1000,0.0407354198209546
